problem_name,problem_type,batch,timestamp,num_cities,num_jobs,population_size,max_generations,stagnation_limit,mode,mutation_rate,tournament_size,diversity_percent,success,initial_fitness,final_fitness,improvement_percent,solution_generation,total_generations,elapsed_time_seconds,avg_time_per_generation,crossover_method,crossover_type,early_stopped,final_stagnation,error
TSPJ_1M,Medium,Batch_01,2025-12-08T05:38:04.151043,422,422,1000,6000,500,0,0.3,5,20,True,31456.0,11542.0,63.307477110885046,5774,6000,106.83926296234131,0.01758910051666663,Batch (Auto EAX/OX),OX (Order Crossover),False,126,
TSPJ_2M,Medium,Batch_01,2025-12-08T05:38:59.641254,405,405,1000,6000,500,0,0.3,5,20,True,33169.0,12465.0,62.41972926527782,2713,3214,55.421828269958496,0.016980209803921578,Batch (Auto EAX/OX),OX (Order Crossover),True,487,
TSPJ_3M,Medium,Batch_01,2025-12-08T05:40:54.227807,453,453,1000,6000,500,0,0.3,5,20,True,34416.0,12207.0,64.53103207810321,5962,6000,114.48561692237854,0.018863041200000027,Batch (Auto EAX/OX),OX (Order Crossover),False,176,
TSPJ_4M,Medium,Batch_01,2025-12-08T05:42:46.295231,421,421,1000,6000,500,0,0.3,5,20,True,33497.0,12266.0,63.38179538466131,5717,6000,111.964684009552,0.01835000289999997,Batch (Auto EAX/OX),OX (Order Crossover),False,183,
TSPJ_5M,Medium,Batch_01,2025-12-08T05:44:50.552726,498,498,1000,6000,500,0,0.3,5,20,True,37881.0,14469.0,61.80407064227449,5241,5742,124.15889430046082,0.02138235349242292,Batch (Auto EAX/OX),OX (Order Crossover),True,459,
TSPJ_6M,Medium,Batch_01,2025-12-08T05:46:20.005412,416,416,1000,6000,500,0,0.3,5,20,True,31591.0,12112.0,61.65996644613973,4408,4909,89.38470983505249,0.01795670558272211,Batch (Auto EAX/OX),OX (Order Crossover),True,492,
TSPJ_7M,Medium,Batch_01,2025-12-08T05:47:24.878602,470,470,1000,6000,500,0,0.3,5,20,True,35575.0,14257.0,59.92410400562193,2675,3176,64.80883979797363,0.02011302878740161,Batch (Auto EAX/OX),OX (Order Crossover),True,425,
TSPJ_8M,Medium,Batch_01,2025-12-08T05:49:33.251052,495,495,1000,6000,500,0,0.3,5,20,True,36331.0,14372.0,60.44149624287798,5848,6000,128.2872223854065,0.021143997349999985,Batch (Auto EAX/OX),OX (Order Crossover),False,100,
TSPJ_9M,Medium,Batch_01,2025-12-08T05:51:24.628204,418,418,1000,6000,500,0,0.3,5,20,True,31373.0,11693.0,62.72909826921238,5935,6000,111.27155041694641,0.018319221199999992,Batch (Auto EAX/OX),OX (Order Crossover),False,172,
TSPJ_10M,Medium,Batch_01,2025-12-08T05:53:28.947095,475,475,1000,6000,500,0,0.3,5,20,True,38561.0,14645.0,62.021213142812684,5806,6000,124.21777391433716,0.02046865999999993,Batch (Auto EAX/OX),OX (Order Crossover),False,100,
TSPJ_11M,Medium,Batch_01,2025-12-08T05:55:21.319697,428,428,1000,6000,500,0,0.3,5,20,True,33472.0,12557.0,62.4850621414914,5818,6000,112.26379227638245,0.018477964650000015,Batch (Auto EAX/OX),OX (Order Crossover),False,100,
