problem_name,timestamp,num_cities,kernel_type,population_size,num_generations,initial_fitness,final_fitness,improvement,total_time,avg_time_per_gen,init_time,fitness_time,crossover_time,mutation_time,problem_type
TSPJ_66M,2025-12-07T15:21:48.061376,463,Original,500,10,39791.7,33980.3,-14.6,1752.0,175.2,494.0,13.04,1110.87,66.25,medium
TSPJ_60M,2025-12-07T15:21:49.908650,427,Original,500,10,36328.8,30801.1,-15.22,1602.0,160.2,494.0,12.08,965.24,64.78,medium
TSPJ_74M,2025-12-07T15:21:51.661811,410,Original,500,10,35778.5,28601.0,-20.06,1508.0,150.8,492.0,11.46,872.99,64.5,medium
TSPJ_71M,2025-12-07T15:21:53.577139,440,Original,500,10,38165.1,32400.5,-15.1,1670.0,167.0,496.0,12.39,1029.28,65.38,medium
TSPJ_73M,2025-12-07T15:21:55.407082,435,Original,500,10,37527.6,32264.0,-14.03,1580.0,158.0,502.0,12.35,932.84,66.14,medium
TSPJ_72M,2025-12-07T15:21:57.565944,492,Original,500,10,41549.1,35889.9,-13.62,1913.0,191.3,502.0,13.89,1263.04,66.83,medium
TSPJ_52M,2025-12-07T15:21:59.523312,451,Original,500,10,37150.9,30800.4,-17.09,1712.0,171.2,493.0,12.73,1073.16,65.92,medium
TSPJ_69M,2025-12-07T15:22:01.491722,465,Original,500,10,39994.8,33907.2,-15.22,1723.0,172.3,501.0,13.04,1076.24,65.83,medium
TSPJ_65M,2025-12-07T15:22:03.660445,500,Original,500,10,41776.9,36217.4,-13.31,1923.0,192.3,504.0,14.12,1271.12,66.72,medium
TSPJ_64M,2025-12-07T15:22:05.577964,444,Original,500,10,37090.7,30362.9,-18.14,1672.0,167.2,502.0,12.9,1026.22,64.99,medium
TSPJ_55M,2025-12-07T15:22:07.645716,476,Original,500,10,41322.2,35878.5,-13.17,1822.0,182.2,497.0,13.29,1177.97,66.28,medium
TSPJ_75M,2025-12-07T15:22:09.440657,419,Original,500,10,37418.9,31236.1,-16.52,1549.0,154.9,491.0,11.7,917.08,64.18,medium
TSPJ_67M,2025-12-07T15:22:11.183414,412,Original,500,10,34493.6,28755.1,-16.64,1494.0,149.4,497.0,11.62,854.51,64.58,medium
TSPJ_62M,2025-12-07T15:22:13.057829,439,Original,500,10,38468.9,33062.1,-14.05,1629.0,162.9,503.0,12.46,982.22,65.25,medium
TSPJ_56M,2025-12-07T15:22:15.039442,460,Original,500,10,40858.4,35734.7,-12.54,1736.0,173.6,492.0,12.87,1098.27,65.85,medium
TSPJ_57M,2025-12-07T15:22:17.183587,494,Original,500,10,41231.2,35341.8,-14.28,1899.0,189.9,506.0,13.91,1245.06,66.75,medium
TSPJ_70M,2025-12-07T15:22:19.185960,468,Original,500,10,38762.3,32231.0,-16.85,1756.0,175.6,504.0,13.15,1105.52,66.0,medium
TSPJ_68M,2025-12-07T15:22:21.047807,434,Original,500,10,36066.7,30876.1,-14.39,1616.0,161.6,497.0,12.16,974.65,65.32,medium
TSPJ_53M,2025-12-07T15:22:22.889049,429,Original,500,10,37505.4,31541.8,-15.9,1596.0,159.6,497.0,12.24,953.38,65.95,medium
TSPJ_54M,2025-12-07T15:22:24.765820,436,Original,500,10,38034.3,32389.1,-14.84,1631.0,163.1,498.0,12.51,989.06,65.49,medium
TSPJ_51M,2025-12-07T15:22:26.486320,405,Original,500,10,35049.0,29098.2,-16.98,1475.0,147.5,521.0,11.56,810.9,64.84,medium
TSPJ_59M,2025-12-07T15:22:28.264331,414,Original,500,10,35654.0,30534.7,-14.36,1533.0,153.3,506.0,11.74,882.8,65.21,medium
TSPJ_41M,2025-12-07T15:22:30.207327,452,Original,500,10,39499.5,32855.7,-16.82,1697.0,169.7,496.0,12.79,1054.16,66.32,medium
TSPJ_49M,2025-12-07T15:22:32.154772,452,Original,500,10,39436.4,33734.7,-14.46,1702.0,170.2,499.0,12.82,1056.63,66.15,medium
TSPJ_30M,2025-12-07T15:22:34.032497,427,Original,500,10,36101.9,29906.4,-17.16,1632.0,163.2,502.0,12.14,986.44,65.22,medium
TSPJ_36M,2025-12-07T15:22:35.836690,420,Original,500,10,35621.4,29479.2,-17.24,1559.0,155.9,503.0,12.0,911.44,65.01,medium
TSPJ_42M,2025-12-07T15:22:39.725723,463,Original,500,10,39653.7,32947.1,-16.91,1732.0,173.2,492.0,12.97,1093.13,66.32,medium
TSPJ_45M,2025-12-07T15:22:41.615233,441,Original,500,10,40179.1,33549.0,-16.5,1644.0,164.4,500.0,12.36,1000.45,65.14,medium
TSPJ_48M,2025-12-07T15:22:43.544928,442,Original,500,10,38774.1,33317.7,-14.07,1684.0,168.4,495.0,12.52,1044.86,65.25,medium
TSPJ_34M,2025-12-07T15:22:45.449704,447,Original,500,10,38457.1,33586.1,-12.67,1654.0,165.4,499.0,12.65,1009.61,65.82,medium
TSPJ_27M,2025-12-07T15:22:47.430729,455,Original,500,10,39341.9,34715.2,-11.76,1735.0,173.5,498.0,12.81,1092.37,65.71,medium
TSPJ_32M,2025-12-07T15:22:49.404967,461,Original,500,10,39380.0,33847.7,-14.05,1728.0,172.8,503.0,13.01,1079.94,65.71,medium
TSPJ_31M,2025-12-07T15:22:51.148887,403,Original,500,10,33885.3,29092.0,-14.15,1498.0,149.8,496.0,11.51,859.03,65.17,medium
TSPJ_50M,2025-12-07T15:22:53.208607,470,Original,500,10,39955.8,34708.7,-13.13,1814.0,181.4,500.0,13.31,1168.37,65.96,medium
TSPJ_47M,2025-12-07T15:22:55.004889,424,Original,500,10,35898.0,30155.8,-16.0,1547.0,154.7,495.0,11.85,908.87,64.86,medium
TSPJ_29M,2025-12-07T15:22:56.751807,405,Original,500,10,35024.8,29105.6,-16.9,1502.0,150.2,497.0,11.49,861.95,64.86,medium
TSPJ_28M,2025-12-07T15:22:58.653578,446,Original,500,10,38490.4,32561.0,-15.4,1656.0,165.6,501.0,12.68,1009.64,65.79,medium
TSPJ_26M,2025-12-07T15:23:00.463006,428,Original,500,10,37636.4,30965.7,-17.72,1564.0,156.4,494.0,12.22,926.7,65.21,medium
TSPJ_40M,2025-12-07T15:23:02.251234,404,Original,500,10,35027.6,29548.8,-15.64,1543.0,154.3,505.0,11.45,896.61,64.22,medium
TSPJ_46M,2025-12-07T15:23:04.050459,418,Original,500,10,36543.9,30756.7,-15.84,1554.0,155.4,501.0,11.76,908.62,65.35,medium
TSPJ_35M,2025-12-07T15:23:06.043020,452,Original,500,10,37646.4,32485.9,-13.71,1743.0,174.3,499.0,12.85,1097.99,65.99,medium
TSPJ_39M,2025-12-07T15:23:08.024906,458,Original,500,10,39551.6,33850.4,-14.41,1731.0,173.1,504.0,12.92,1080.51,66.14,medium
TSPJ_44M,2025-12-07T15:23:10.023979,460,Original,500,10,40360.5,33803.0,-16.25,1749.0,174.9,502.0,12.83,1100.86,66.06,medium
TSPJ_33M,2025-12-07T15:23:12.086034,481,Original,500,10,41293.0,35440.6,-14.17,1812.0,181.2,503.0,13.79,1162.06,66.41,medium
TSPJ_37M,2025-12-07T15:23:14.279108,496,Original,500,10,41227.4,34962.8,-15.2,1947.0,194.7,498.0,13.89,1300.72,66.79,medium
TSPJ_38M,2025-12-07T15:23:16.317402,465,Original,500,10,41048.7,34287.8,-16.47,1792.0,179.2,495.0,13.25,1150.43,66.34,medium
TSPJ_17M,2025-12-07T15:23:18.285998,459,Original,500,10,40400.1,34742.3,-14.0,1723.0,172.3,495.0,12.96,1081.62,65.94,medium
TSPJ_1M,2025-12-07T15:23:20.106049,423,Original,500,10,34589.5,28941.9,-16.33,1574.0,157.4,502.0,11.95,927.91,65.33,medium
TSPJ_12M,2025-12-07T15:23:21.909982,426,Original,500,10,36884.4,31758.8,-13.9,1558.0,155.8,500.0,12.22,914.96,64.73,medium
TSPJ_23M,2025-12-07T15:23:23.703873,407,Original,500,10,35523.0,30285.2,-14.74,1545.0,154.5,493.0,11.55,909.8,64.51,medium
TSPJ_7M,2025-12-07T15:23:25.711372,471,Original,500,10,39796.3,33995.5,-14.58,1762.0,176.2,500.0,13.34,1114.95,66.23,medium
TSPJ_15M,2025-12-07T15:23:27.636287,457,Original,500,10,39152.8,33302.9,-14.94,1679.0,167.9,503.0,12.91,1029.75,66.38,medium
TSPJ_6M,2025-12-07T15:23:29.416816,417,Original,500,10,34915.3,29100.4,-16.65,1531.0,153.1,491.0,11.94,897.17,64.58,medium
TSPJ_2M,2025-12-07T15:23:33.050799,406,Original,500,10,36925.5,29733.1,-19.48,1506.0,150.6,498.0,11.48,865.68,64.25,medium
TSPJ_3M,2025-12-07T15:23:35.052695,454,Original,500,10,38567.3,32558.6,-15.58,1756.0,175.6,496.0,12.83,1114.56,66.05,medium
TSPJ_9M,2025-12-07T15:23:36.859242,419,Original,500,10,34980.2,29218.5,-16.47,1561.0,156.1,497.0,11.81,920.62,65.27,medium
TSPJ_4M,2025-12-07T15:23:38.677491,422,Original,500,10,36992.7,31492.9,-14.87,1573.0,157.3,495.0,11.82,936.22,64.35,medium
TSPJ_11M,2025-12-07T15:23:40.497958,429,Original,500,10,36822.3,31842.6,-13.52,1573.0,157.3,493.0,12.04,935.29,65.57,medium
TSPJ_21M,2025-12-07T15:23:42.448497,455,Original,500,10,39522.1,32386.1,-18.06,1705.0,170.5,496.0,12.69,1063.08,66.05,medium
TSPJ_24M,2025-12-07T15:23:44.505845,472,Original,500,10,40112.3,33024.5,-17.67,1812.0,181.2,507.0,13.28,1158.52,66.12,medium
TSPJ_19M,2025-12-07T15:23:46.281805,427,Original,500,10,37267.0,30931.2,-17.0,1530.0,153.0,494.0,12.1,892.92,64.85,medium
TSPJ_25M,2025-12-07T15:23:48.437284,493,Original,500,10,41702.1,35974.5,-13.73,1910.0,191.0,498.0,13.91,1264.29,66.36,medium
TSPJ_13M,2025-12-07T15:23:50.618642,492,Original,500,10,42925.2,37402.8,-12.87,1935.0,193.5,500.0,13.85,1288.28,66.57,medium
TSPJ_14M,2025-12-07T15:23:52.462455,432,Original,500,10,38764.9,32054.6,-17.31,1598.0,159.8,503.0,12.16,952.31,64.66,medium
TSPJ_8M,2025-12-07T15:23:54.603637,496,Original,500,10,41103.8,34773.2,-15.4,1896.0,189.6,498.0,13.86,1249.34,66.85,medium
TSPJ_18M,2025-12-07T15:23:56.577642,461,Original,500,10,40238.0,34499.7,-14.26,1728.0,172.8,506.0,13.07,1077.45,65.65,medium
TSPJ_22M,2025-12-07T15:23:58.710571,491,Original,500,10,42143.8,35649.5,-15.41,1887.0,188.7,498.0,13.85,1240.76,66.82,medium
TSPJ_5M,2025-12-07T15:24:00.897389,499,Original,500,10,41576.1,35441.3,-14.76,1941.0,194.1,511.0,14.18,1281.08,67.27,medium
TSPJ_16M,2025-12-07T15:24:02.942477,480,Original,500,10,41988.9,35036.8,-16.56,1799.0,179.9,501.0,13.76,1149.87,66.64,medium
